episode,return,length,best_return,total_steps,elapsed_sec
114,301.14,14567,535.27,1433601,13344.0
115,440.56,20838,535.27,1454439,13497.1
116,291.42,14156,535.27,1468595,13601.3
117,450.66,21268,535.27,1489863,13757.1
118,337.60,16235,535.27,1506098,13876.5
119,357.90,17105,535.27,1523203,14001.8
120,397.54,18902,535.27,1542105,14140.5
121,292.86,14223,535.27,1556328,14245.0
122,287.82,13981,535.27,1570309,14348.0
123,199.34,10022,535.27,1580331,14421.7
124,351.54,16842,535.27,1597173,14545.2
125,25.58,2169,535.27,1599342,14561.2
126,253.79,12435,535.27,1611777,14653.5
127,283.16,13758,535.27,1625535,14753.9
128,285.22,13866,535.27,1639401,14856.1
129,271.94,13272,535.27,1652673,14953.1
130,343.25,16448,535.27,1669121,15075.0
131,339.46,16318,535.27,1685439,15194.0
132,160.86,8258,535.27,1693697,15255.7
133,123.58,6614,535.27,1700311,15304.1
134,357.14,17067,535.27,1717378,15429.3
135,279.74,13602,535.27,1730980,15529.6
136,337.81,16251,535.27,1747231,15649.2
137,258.58,12679,535.27,1759910,15742.4
138,347.44,16652,535.27,1776562,15864.6
139,364.32,17416,535.27,1793978,15992.3
140,306.15,14793,535.27,1808771,16101.8
141,274.80,13415,535.27,1822186,16200.0
142,335.90,16140,535.27,1838326,16318.8
143,273.58,13334,535.27,1851660,16417.2
144,318.72,15381,535.27,1867041,16529.9
145,167.38,8584,535.27,1875625,16592.9
146,330.38,15874,535.27,1891499,16709.9
147,269.54,13142,535.27,1904641,16806.9
148,163.78,8409,535.27,1913050,16868.7
149,243.28,11984,535.27,1925034,16955.9
150,296.17,14329,535.27,1939363,17061.3
151,354.82,16951,535.27,1956314,17186.6
152,285.46,13863,535.27,1970177,17288.6
153,276.50,13490,535.27,1983667,17387.2
154,256.82,12596,535.27,1996263,17479.7
