episode,return,length,best_return,total_steps,elapsed_sec
144,35.10,2335,373.46,1138881,10511.2
145,246.18,11424,373.46,1150305,10643.2
146,33.18,2249,373.46,1152554,10679.2
147,30.82,2186,373.46,1154740,10714.1
148,-2.14,853,373.46,1155593,10728.5
149,160.18,7374,373.46,1162967,10846.1
150,125.54,5962,373.46,1168929,10942.6
151,142.34,6627,373.46,1175556,11049.6
152,168.58,7689,373.46,1183245,11172.1
153,67.04,3627,373.46,1186872,11230.5
154,128.02,6061,373.46,1192933,11327.8
155,128.16,6078,373.46,1199011,11425.2
156,127.96,6053,373.46,1205064,11522.4
157,83.92,4326,373.46,1209390,11591.5
158,126.72,6011,373.46,1215401,11687.7
159,36.34,2402,373.46,1217803,11726.0
160,104.64,5122,373.46,1222925,11808.9
161,45.34,2767,373.46,1225692,11852.8
162,30.10,2150,373.46,1227842,11887.3
163,136.78,6429,373.46,1234271,11990.3
164,91.74,4632,373.46,1238903,12064.9
165,167.72,7646,373.46,1246549,12187.8
166,203.34,9202,373.46,1255751,12323.3
167,153.76,7268,373.46,1263019,12426.0
168,98.68,5209,373.46,1268228,12483.9
169,138.04,6482,373.46,1274710,12588.0
170,152.10,7035,373.46,1281745,12701.1
171,38.12,2426,373.46,1284171,12741.2
172,138.00,6480,373.46,1290651,12845.1
173,44.96,2743,373.46,1293394,12888.8
174,78.10,4195,373.46,1297589,12945.2
175,125.18,6229,373.46,1303818,13024.7
176,238.90,11210,373.46,1315028,13147.9
177,135.68,6369,373.46,1321397,13249.9
178,50.64,2962,373.46,1324359,13297.3
179,121.04,5792,373.46,1330151,13390.1
180,130.14,6167,373.46,1336318,13489.4
181,49.10,2890,373.46,1339208,13535.6
182,148.84,6887,373.46,1346095,13647.0
183,180.36,8148,373.46,1354243,13778.4
184,107.46,5263,373.46,1359506,13862.9
185,166.30,7575,373.46,1367081,13985.6
186,52.00,3030,373.46,1370111,14034.0
187,161.04,7402,373.46,1377513,14153.4
188,77.22,4016,373.46,1381529,14218.4
189,-1.96,872,373.46,1382401,14233.3
190,28.60,2085,373.46,1384486,14267.1
191,71.70,3800,373.46,1388286,14327.3
192,28.90,2095,373.46,1390381,14361.1
193,155.14,7112,373.46,1397493,14477.0
194,47.42,2826,373.46,1400319,14522.2
195,43.80,2690,373.46,1403009,14566.5
196,131.74,6192,373.46,1409201,14666.8
197,122.66,5878,373.46,1415079,14761.0
198,132.36,6208,373.46,1421287,14861.4
199,26.84,2007,373.46,1423294,14894.1
200,99.92,4926,373.46,1428220,14974.5
201,4.24,1107,373.46,1429327,14991.9
202,55.38,3139,373.46,1432466,15043.4
203,32.32,2206,373.46,1434672,15079.3
204,170.02,7701,373.46,1442373,15204.7
205,151.38,7059,373.46,1449432,15312.9
206,8.20,1230,373.46,1450662,15333.2
207,113.03,5467,373.46,1456129,15422.8
208,152.52,7041,373.46,1463170,15537.2
209,114.66,5513,373.46,1468683,15627.7
210,36.76,2418,373.46,1471101,15666.9
211,99.40,4935,373.46,1476036,15746.6
212,117.42,5616,373.46,1481652,15837.9
213,75.30,3965,373.46,1485617,15902.6
214,79.46,4103,373.46,1489720,15970.0
215,118.28,5659,373.46,1495379,16061.6
216,17.56,1623,373.46,1497002,16087.1
217,200.56,9468,373.46,1506470,16198.0
218,135.10,6955,373.46,1513425,16261.9
219,128.92,6096,373.46,1519521,16360.2
220,142.76,6633,373.46,1526154,16468.1
221,49.26,2893,373.46,1529047,16514.1
222,56.00,3170,373.46,1532217,16565.5
223,135.26,6343,373.46,1538560,16667.2
224,126.04,5992,373.46,1544552,16764.1
225,28.32,2066,373.46,1546618,16797.7
226,151.58,7099,373.46,1553717,16905.4
227,132.96,6313,373.46,1560030,17002.6
228,155.24,7132,373.46,1567162,17118.4
229,86.90,4415,373.46,1571577,17189.8
230,45.70,2780,373.46,1574357,17234.4
231,79.20,4105,373.46,1578462,17300.9
232,29.62,2136,373.46,1580598,17335.4
233,121.44,5797,373.46,1586395,17429.0
234,150.50,6950,373.46,1593345,17541.7
235,101.12,5006,373.46,1598351,17621.7
236,125.36,5948,373.46,1604299,17717.6
237,136.84,6422,373.46,1610721,17821.4
238,131.14,6162,373.46,1616883,17921.6
239,82.36,4243,373.46,1621126,17990.2
240,63.54,3472,373.46,1624598,18046.4
241,142.12,6626,373.46,1631224,18152.5
242,129.92,6151,373.46,1637375,18251.4
243,122.71,5886,373.46,1643261,18343.9
244,189.58,8659,373.46,1651920,18473.8
245,3.10,1050,373.46,1652970,18491.4
246,104.90,5150,373.46,1658120,18574.2
247,71.62,3806,373.46,1661926,18635.9
248,139.26,6528,373.46,1668454,18740.8
249,59.57,3339,373.46,1671793,18795.1
250,124.22,5876,373.46,1677669,18890.3
251,70.80,3740,373.46,1681409,18951.0
252,153.22,7081,373.46,1688490,19064.8
253,64.30,3510,373.46,1692000,19121.8
254,63.72,3481,373.46,1695481,19177.9
255,112.68,5444,373.46,1700925,19266.3
256,-1.70,880,373.46,1701805,19280.0
257,63.84,3482,373.46,1705287,19336.4
258,167.52,7966,373.46,1713253,19439.4
259,141.24,6597,373.46,1719850,19545.7
260,121.24,5807,373.46,1725657,19639.6
261,98.68,4904,373.46,1730561,19719.4
262,126.64,5997,373.46,1736558,19814.8
263,134.22,6296,373.46,1742854,19917.9
264,27.66,2043,373.46,1744897,19950.7
265,125.16,5988,373.46,1750885,20043.6
266,141.72,6596,373.46,1757481,20150.8
267,98.30,4875,373.46,1762356,20228.8
268,84.30,4335,373.46,1766691,20298.5
269,63.76,3478,373.46,1770169,20355.5
270,129.06,6113,373.46,1776282,20454.0
271,80.78,4174,373.46,1780456,20521.4
272,97.30,4835,373.46,1785291,20598.5
273,78.96,4083,373.46,1789374,20664.4
274,134.06,6303,373.46,1795677,20765.6
275,108.82,5481,373.46,1801158,20839.9
276,121.30,5800,373.46,1806958,20933.3
277,63.70,3475,373.46,1810433,20989.5
278,91.80,4625,373.46,1815058,21064.5
279,125.10,5930,373.46,1820988,21160.2
280,143.02,6666,373.46,1827654,21267.1
281,5.00,1135,373.46,1828789,21284.8
282,170.92,7751,373.46,1836540,21410.7
283,143.12,6661,373.46,1843201,21519.3
284,167.86,7658,373.46,1850859,21642.1
285,42.14,2617,373.46,1853476,21685.5
286,2.44,1022,373.46,1854498,21701.4
287,45.76,2783,373.46,1857281,21745.9
288,216.30,9780,373.46,1867061,21887.7
289,83.82,4316,373.46,1871377,21956.6
290,121.72,5816,373.46,1877193,22050.3
291,106.12,5281,373.46,1882474,22128.5
292,49.44,2907,373.46,1885381,22174.8
293,95.68,4774,373.46,1890155,22251.3
294,94.56,4698,373.46,1894853,22327.7
295,65.38,3644,373.46,1898497,22378.8
296,123.26,5888,373.46,1904385,22472.5
297,142.22,6616,373.46,1911001,22579.8
298,140.88,6564,373.46,1917565,22685.5
299,59.54,3337,373.46,1920902,22738.4
300,152.18,7024,373.46,1927926,22851.4
301,151.60,7015,373.46,1934941,22963.6
302,-2.20,850,373.46,1935791,22977.8
303,159.30,7310,373.46,1943101,23094.4
304,138.52,6496,373.46,1949597,23198.6
305,46.98,2794,373.46,1952391,23244.4
306,126.68,5999,373.46,1958390,23340.6
307,137.24,6442,373.46,1964832,23444.2
308,157.74,7232,373.46,1972064,23560.0
309,44.34,2722,373.46,1974786,23604.3
310,141.82,6741,373.46,1981527,23703.1
311,0.66,938,373.46,1982465,23719.0
312,135.08,6344,373.46,1988809,23821.1
313,106.50,5225,373.46,1994034,23904.6
314,61.88,3389,373.46,1997423,23959.7
