episode,return,length,best_return,total_steps,elapsed_sec
71,341.44,16362,436.64,710006,6191.1
72,217.70,10865,436.64,720871,6270.6
73,342.60,16410,436.64,737281,6392.1
74,360.16,17203,436.64,754484,6518.3
75,367.64,17567,436.64,772051,6646.7
76,271.28,13239,436.64,785290,6744.4
77,247.64,12197,436.64,797487,6833.9
78,322.80,15570,436.64,813057,6948.9
79,79.22,4616,436.64,817673,6982.6
80,370.42,17711,436.64,835384,7112.1
81,323.54,15592,436.64,850976,7227.0
82,180.90,9185,436.64,860161,7295.1
83,302.82,14661,436.64,874822,7402.6
84,116.74,6287,436.64,881109,7448.8
85,369.06,17633,436.64,898742,7577.8
86,213.58,10659,436.64,909401,7656.7
87,251.08,12309,436.64,921710,7747.1
88,160.88,8259,436.64,929969,7807.9
89,323.48,15594,436.64,945563,7921.9
90,180.98,9169,436.64,954732,7989.7
91,25.88,2214,436.64,956946,8006.0
92,290.50,14100,436.64,971046,8109.4
93,328.38,15784,436.64,986830,8224.7
94,18.98,1914,436.64,988744,8238.9
95,193.68,9744,436.64,998488,8310.7
96,360.18,17209,436.64,1015697,8436.7
97,279.16,13573,436.64,1029270,8536.8
98,287.20,13955,436.64,1043225,8639.4
99,158.88,8174,436.64,1051399,8699.6
100,264.54,12962,436.64,1064361,8794.6
101,286.32,13916,436.64,1078277,8897.0
102,328.18,15764,436.64,1094041,9013.0
103,248.04,12232,436.64,1106273,9102.8
104,277.78,13549,436.64,1119822,9201.6
105,417.32,19771,436.64,1139593,9347.1
106,270.92,13216,436.64,1152809,9443.8
107,310.98,14999,436.64,1167808,9554.6
108,269.62,13156,436.64,1180964,9651.0
109,320.14,15432,436.64,1196396,9764.7
110,323.30,15585,436.64,1211981,9878.6
111,275.50,13445,436.64,1225426,9978.0
112,328.24,15787,436.64,1241213,10094.2
113,127.24,6782,436.64,1247995,10143.9
114,288.64,14032,436.64,1262027,10247.0
115,247.34,12187,436.64,1274214,10336.7
116,323.30,15610,436.64,1289824,10450.8
117,423.88,20074,436.64,1309898,10598.4
118,403.62,19161,436.64,1329059,10738.8
119,414.00,19640,436.64,1348699,10883.6
120,131.52,6941,436.64,1355640,10934.2
121,289.70,14070,436.64,1369710,11037.5
122,273.94,13367,436.64,1383077,11136.3
123,341.58,16369,436.64,1399446,11256.5
124,260.42,12766,436.64,1412212,11350.0
125,320.22,15431,436.64,1427643,11463.7
126,363.64,17372,436.64,1445015,11591.0
127,341.26,16358,436.64,1461373,11711.2
128,307.72,14906,436.64,1476279,11820.5
129,327.08,15709,436.64,1491988,11936.1
130,257.10,12605,436.64,1504593,12028.6
131,175.78,8939,436.64,1513532,12094.9
132,332.28,15969,436.64,1529501,12211.4
133,259.34,12707,436.64,1542208,12305.6
134,270.44,13197,436.64,1555405,12402.2
135,282.45,13718,436.64,1569123,12503.2
136,338.34,16292,436.64,1585415,12622.8
137,288.60,14010,436.64,1599425,12724.9
138,314.72,15176,436.64,1614601,12837.1
139,321.90,15515,436.64,1630116,12950.5
140,291.51,14166,436.64,1644282,13054.6
141,151.72,7876,436.64,1652158,13112.6
142,313.24,15107,436.64,1667265,13224.1
143,347.58,16649,436.64,1683914,13346.3
144,241.85,11908,436.64,1695822,13433.9
145,168.86,8648,436.64,1704470,13497.2
146,321.02,15486,436.64,1719956,13610.5
147,327.68,15749,436.64,1735705,13726.4
148,282.46,13723,436.64,1749428,13827.6
149,264.44,12957,436.64,1762385,13922.4
150,272.68,13314,436.64,1775699,14020.8
151,202.46,10158,436.64,1785857,14095.7
152,298.92,14461,436.64,1800318,14201.7
153,338.18,16259,436.64,1816577,14321.2
154,329.40,15845,436.64,1832422,14436.9
155,346.50,16595,436.64,1849017,14558.8
156,299.10,14490,436.64,1863507,14665.1
157,262.72,12856,436.64,1876363,14760.1
158,88.12,4996,436.64,1881359,14796.5
159,300.62,14551,436.64,1895910,14903.3
160,319.20,15380,436.64,1911290,15016.8
161,19.74,1947,436.64,1913237,15031.1
162,285.46,13853,436.64,1927090,15132.0
163,260.90,12790,436.64,1939880,15226.7
164,304.14,14702,436.64,1954582,15334.6
165,275.46,13428,436.64,1968010,15432.8
166,362.24,17307,436.64,1985317,15560.3
167,285.08,13854,436.64,1999171,15662.4
