episode,return,length,best_return,total_steps,elapsed_sec
80,153.02,7071,209.97,382995,6047.9
81,154.22,7131,209.97,390126,6161.1
82,-2.86,822,209.97,390948,6173.8
83,-2.84,823,209.97,391771,6187.5
84,179.66,8328,209.97,400099,6305.9
85,152.86,7053,209.97,407152,6419.0
86,0.64,937,209.97,408089,6434.7
87,4.02,1091,209.97,409180,6451.7
88,164.78,7509,209.97,416689,6573.2
89,57.42,3236,209.97,419925,6625.8
90,133.24,6267,209.97,426192,6726.2
91,114.68,5559,209.97,431751,6814.6
92,37.06,2428,209.97,434179,6854.4
93,130.48,6184,209.97,440363,6953.7
94,193.48,8689,209.97,449052,7092.6
95,195.45,8783,209.97,457835,7232.4
96,106.88,5239,209.97,463074,7316.2
97,4.84,1132,209.97,464206,7333.9
98,190.34,8562,209.97,472768,7470.2
99,72.12,3811,209.97,476579,7531.7
100,126.44,5977,209.97,482556,7627.9
101,104.64,5127,209.97,487683,7710.7
102,174.86,7934,209.97,495617,7837.4
103,-0.72,924,209.97,496541,7851.8
104,-1.96,867,209.97,497408,7865.3
105,8.80,1275,209.97,498683,7886.1
106,122.92,5891,209.97,504574,7980.3
107,149.12,7041,209.97,511615,8083.7
108,90.16,4548,209.97,516163,8157.7
109,197.18,8809,209.97,524972,8298.4
110,212.64,9417,212.64,534389,8449.1
111,239.48,10509,239.48,544898,8618.4
112,114.56,5533,239.48,550431,8706.7
113,136.73,6417,239.48,556848,8809.7
114,137.66,6468,239.48,563316,8914.1
115,178.24,8077,239.48,571393,9043.5
116,188.96,8498,239.48,579891,9179.0
117,168.94,7708,239.48,587599,9301.1
118,173.48,7884,239.48,595483,9427.1
119,177.68,8064,239.48,603547,9556.3
120,145.46,6758,239.48,610305,9665.6
121,151.56,7008,239.48,617313,9777.5
122,40.10,2530,239.48,619843,9817.8
123,173.84,7867,239.48,627710,9944.2
124,139.08,6529,239.48,634239,10048.0
125,12.82,1441,239.48,635680,10071.4
126,159.13,7302,239.48,642982,10188.0
127,167.18,7609,239.48,650591,10309.9
128,203.65,9078,239.48,659669,10455.5
129,147.20,6860,239.48,666529,10564.5
130,166.54,7632,239.48,674161,10686.1
131,137.16,6438,239.48,680599,10789.1
132,110.70,5365,239.48,685964,10874.3
133,11.44,1392,239.48,687356,10896.9
134,115.02,5556,239.48,692912,10986.4
135,152.42,7051,239.48,699963,11098.8
136,124.96,5923,239.48,705886,11194.1
137,5.70,1175,239.48,707061,11213.5
138,149.74,6917,239.48,713978,11324.4
139,163.64,7467,239.48,721445,11444.6
140,156.52,7196,239.48,728641,11559.7
141,150.20,6970,239.48,735611,11671.7
142,126.60,6015,239.48,741626,11768.0
143,57.14,3222,239.48,744848,11818.9
144,126.64,5987,239.48,750835,11914.5
145,57.38,3229,239.48,754064,11966.4
146,134.01,6296,239.48,760360,12067.0
147,150.26,6953,239.48,767313,12177.7
148,97.36,4833,239.48,772146,12255.8
149,153.70,7115,239.48,779261,12369.3
150,165.31,7541,239.48,786802,12490.2
151,107.42,5261,239.48,792063,12574.0
152,200.96,8984,239.48,801047,12718.1
153,151.60,7025,239.48,808072,12829.7
154,165.76,7573,239.48,815645,12951.1
155,14.26,1508,239.48,817153,12975.7
156,48.98,2889,239.48,820042,13021.6
157,135.74,6382,239.48,826424,13123.8
158,18.52,1681,239.48,828105,13151.0
159,176.82,8021,239.48,836126,13279.6
160,167.81,7653,239.48,843779,13402.8
161,147.79,6880,239.48,850659,13512.2
162,54.38,3144,239.48,853803,13561.9
163,133.70,6275,239.48,860078,13662.0
164,183.76,8303,239.48,868381,13795.1
165,1.50,980,239.48,869361,13810.3
166,151.58,7009,239.48,876370,13921.6
167,153.14,7082,239.48,883452,14035.3
168,61.22,3391,239.48,886843,14089.8
169,136.44,6407,239.48,893250,14192.6
170,163.30,7490,239.48,900740,14311.7
171,143.34,6677,239.48,907417,14419.6
172,158.48,7309,239.48,914726,14536.2
173,90.08,4554,239.48,919280,14609.1
174,67.38,3644,239.48,922924,14667.6
175,113.20,5485,239.48,928409,14755.7
176,6.10,1180,239.48,929589,14774.1
177,173.26,7873,239.48,937462,14899.9
178,126.82,6026,239.48,943488,14996.2
179,180.98,8164,239.48,951652,15127.1
180,193.26,8688,239.48,960340,15266.0
181,176.90,8040,239.48,968380,15394.6
182,157.15,7213,239.48,975593,15510.7
183,164.16,7493,239.48,983086,15631.6
184,80.30,4145,239.48,987231,15697.8
185,173.10,7870,239.48,995101,15823.6
186,196.16,8768,239.48,1003869,15964.5
187,131.02,6206,239.48,1010075,16064.0
188,122.64,5857,239.48,1015932,16158.7
189,126.26,5983,239.48,1021915,16254.3
190,120.76,5768,239.48,1027683,16346.9
191,143.72,6686,239.48,1034369,16455.2
192,25.58,1944,239.48,1036313,16486.6
193,135.10,6335,239.48,1042648,16588.3
194,165.08,7544,239.48,1050192,16709.2
195,211.28,9424,239.48,1059616,16855.8
196,3.98,1094,239.48,1060710,16872.8
197,141.35,6573,239.48,1067283,16980.4
198,207.28,9239,239.48,1076522,17129.2
199,130.24,6157,239.48,1082679,17228.1
200,150.70,6965,239.48,1089644,17341.7
201,189.60,8525,239.48,1098169,17478.8
202,136.54,6407,239.48,1104576,17582.6
203,122.64,5872,239.48,1110448,17677.6
204,131.70,6195,239.48,1116643,17778.0
205,136.04,6387,239.48,1123030,17881.1
206,203.30,9045,239.48,1132075,18028.3
207,201.16,8938,239.48,1141013,18175.5
208,119.62,5736,239.48,1146749,18268.3
209,164.72,7516,239.48,1154265,18391.6
210,166.59,7610,239.48,1161875,18516.3
211,131.48,6179,239.48,1168054,18617.2
212,164.48,7499,239.48,1175553,18739.7
213,153.62,7101,239.48,1182654,18854.0
214,136.39,6405,239.48,1189059,18957.0
215,153.80,7095,239.48,1196154,19071.1
216,167.82,7666,239.48,1203820,19193.0
217,-2.60,825,239.48,1204645,19206.9
218,177.06,8028,239.48,1212673,19335.3
219,92.92,4686,239.48,1217359,19410.1
220,37.14,2427,239.48,1219786,19448.8
221,165.40,7550,239.48,1227336,19569.8
222,145.12,6756,239.48,1234092,19677.8
223,157.72,7256,239.48,1241348,19794.2
224,71.92,3811,239.48,1245159,19854.4
225,247.68,12034,247.68,1257193,19953.8
226,290.90,13145,290.90,1270338,20116.1
227,149.52,6916,290.90,1277254,20226.7
228,141.34,6582,290.90,1283836,20332.1
229,193.50,8695,290.90,1292531,20472.1
230,213.36,9468,290.90,1301999,20623.4
231,151.68,7004,290.90,1309003,20736.4
232,1.32,971,290.90,1309974,20751.5
233,93.14,4692,290.90,1314666,20826.5
234,212.76,9433,290.90,1324099,20978.0
235,251.12,11841,290.90,1335940,21102.8
236,266.00,12985,290.90,1348925,21198.6
237,273.62,13341,290.90,1362266,21298.0
238,288.58,13844,290.90,1376110,21412.6
239,184.98,8339,290.90,1384449,21547.3
240,0.04,962,290.90,1385411,21562.4
241,28.12,2061,290.90,1387472,21595.4
242,149.54,6922,290.90,1394394,21706.1
243,153.62,7106,290.90,1401500,21820.2
244,113.34,5477,290.90,1406977,21908.1
245,222.04,9812,290.90,1416789,22064.4
246,97.42,4841,290.90,1421630,22142.6
247,152.68,7049,290.90,1428679,22254.9
248,151.50,7000,290.90,1435679,22367.5
249,206.60,9290,290.90,1444969,22510.0
250,200.34,9042,290.90,1454011,22649.6
251,35.70,2360,290.90,1456371,22688.4
252,175.20,7950,290.90,1464321,22815.7
253,170.78,7799,290.90,1472120,22940.1
254,3.14,1057,290.90,1473177,22957.6
255,131.54,6187,290.90,1479364,23058.5
256,91.22,4606,290.90,1483970,23133.1
257,151.30,6975,290.90,1490945,23247.8
258,58.12,3261,290.90,1494206,23300.2
259,191.22,8586,290.90,1502792,23439.2
260,89.74,4537,290.90,1507329,23513.9
261,153.08,7079,290.90,1514408,23628.6
262,150.18,6939,290.90,1521347,23740.9
263,146.32,6746,290.90,1528093,23851.5
264,132.04,6202,290.90,1534295,23951.7
265,160.44,7367,290.90,1541662,24070.5
266,60.16,3358,290.90,1545020,24125.2
267,99.04,4927,290.90,1549947,24204.2
268,132.02,6206,290.90,1556153,24305.2
269,139.66,6493,290.90,1562646,24414.6
270,217.16,9573,290.90,1572219,24570.3
271,132.34,6207,290.90,1578426,24671.1
272,-3.62,784,290.90,1579210,24684.6
273,141.54,6602,290.90,1585812,24792.1
274,121.10,5785,290.90,1591597,24886.8
275,137.60,6445,290.90,1598042,24991.7
276,154.68,7094,290.90,1605136,25107.1
277,156.90,7210,290.90,1612346,25225.1
278,89.26,4513,290.90,1616859,25298.8
279,141.66,6573,290.90,1623432,25408.2
280,124.38,5904,290.90,1629336,25504.0
281,119.00,5685,290.90,1635021,25597.6
282,127.72,6066,290.90,1641087,25695.5
283,73.96,3903,290.90,1644990,25759.0
284,155.40,7120,290.90,1652110,25874.4
285,85.16,4313,290.90,1656423,25944.7
286,102.90,5045,290.90,1661468,26026.3
287,170.30,7765,290.90,1669233,26151.3
288,149.24,6897,290.90,1676130,26261.7
289,194.58,8729,290.90,1684859,26401.2
290,176.06,8308,290.90,1693167,26509.2
291,302.98,14664,302.98,1707831,26617.4
292,219.70,10900,302.98,1718731,26698.6
293,148.98,7734,302.98,1726465,26755.9
294,172.60,8830,302.98,1735295,26820.8
295,382.06,18218,382.06,1753513,26955.3
296,189.76,9533,382.06,1763046,27030.1
297,158.62,7286,382.06,1770332,27148.0
298,108.90,5285,382.06,1775617,27233.6
299,192.96,8683,382.06,1784300,27373.0
300,-1.92,869,382.06,1785169,27386.5
301,38.76,2503,382.06,1787672,27426.5
302,-2.16,847,382.06,1788519,27440.9
303,145.44,6767,382.06,1795286,27549.3
304,117.78,5639,382.06,1800925,27640.2
305,172.24,7822,382.06,1808747,27766.1
306,132.68,6224,382.06,1814971,27866.6
307,157.18,7209,382.06,1822180,27981.9
308,134.88,6329,382.06,1828509,28083.8
309,168.64,7687,382.06,1836196,28207.5
310,118.32,5666,382.06,1841862,28298.8
311,121.96,5828,382.06,1847690,28392.7
312,6.04,1187,382.06,1848877,28411.2
313,121.28,5799,382.06,1854676,28504.8
314,140.88,6569,382.06,1861245,28610.4
315,135.02,6336,382.06,1867581,28712.6
316,219.10,10245,382.06,1877826,28832.8
317,167.38,7639,382.06,1885465,28955.9
318,142.42,6631,382.06,1892096,29062.0
319,2.58,1019,382.06,1893115,29078.9
320,153.70,7110,382.06,1900225,29192.6
321,120.88,5774,382.06,1905999,29285.7
322,286.78,13599,382.06,1919598,29409.1
323,351.46,16848,382.06,1936446,29532.6
324,314.40,15180,382.06,1951626,29644.0
325,259.14,12692,382.06,1964318,29738.0
326,285.86,13883,382.06,1978201,29839.3
327,264.00,12885,382.06,1991086,29934.5
